player_id,year,season_number,team_id,name,age,years,position,role,development_player,foreign_player,registered_roster,salary,jersey_number,season_injury_days,fa_eligible_years,z_abilities_snapshot.Bat_Aggression,z_abilities_snapshot.Bat_BBCreate,z_abilities_snapshot.Bat_Barrel,z_abilities_snapshot.Bat_Impact,z_abilities_snapshot.Bat_KAvoid,z_abilities_snapshot.Bat_Loft,z_abilities_snapshot.Bat_Platoon,z_abilities_snapshot.Bat_Spray,z_abilities_snapshot.C_Blocking,z_abilities_snapshot.C_FieldSecure,z_abilities_snapshot.C_Framing,z_abilities_snapshot.C_GameCall,z_abilities_snapshot.C_Throw,z_abilities_snapshot.IF_Exchange,z_abilities_snapshot.IF_PositionFit,z_abilities_snapshot.IF_Reach,z_abilities_snapshot.IF_Secure,z_abilities_snapshot.IF_ThrowAccuracy,z_abilities_snapshot.IF_ThrowPower,z_abilities_snapshot.OF_ArmAccuracy,z_abilities_snapshot.OF_ArmPower,z_abilities_snapshot.OF_PositionFit,z_abilities_snapshot.OF_Reach,z_abilities_snapshot.OF_Release,z_abilities_snapshot.OF_Route,z_abilities_snapshot.OF_Secure,z_abilities_snapshot.PF_Reach,z_abilities_snapshot.PF_Secure,z_abilities_snapshot.PF_Throw,z_abilities_snapshot.Pit_BBPrevent,z_abilities_snapshot.Pit_BarrelDeny,z_abilities_snapshot.Pit_EdgeRate,z_abilities_snapshot.Pit_Efficiency,z_abilities_snapshot.Pit_FatigueResist,z_abilities_snapshot.Pit_HoldRunner,z_abilities_snapshot.Pit_ImpactLimit,z_abilities_snapshot.Pit_KCreate,z_abilities_snapshot.Pit_LoftControl,z_abilities_snapshot.Pit_Stamina,z_abilities_snapshot.Run_Judgment,z_abilities_snapshot.Run_Speed,z_abilities_snapshot.Run_Steal,raw_abilities_snapshot.max_velocity,position_aptitudes_snapshot.catcher,position_aptitudes_snapshot.center,position_aptitudes_snapshot.first,position_aptitudes_snapshot.left,position_aptitudes_snapshot.right,position_aptitudes_snapshot.second,position_aptitudes_snapshot.shortstop,position_aptitudes_snapshot.third,position_experience_snapshot.catcher,position_experience_snapshot.center,position_experience_snapshot.first,position_experience_snapshot.left,position_experience_snapshot.right,position_experience_snapshot.second,position_experience_snapshot.shortstop,position_experience_snapshot.third,batter_stats.at_bats,batter_stats.double_plays,batter_stats.doubles,batter_stats.errors,batter_stats.games,batter_stats.hit_by_pitches,batter_stats.hits,batter_stats.home_runs,batter_stats.pitches_seen,batter_stats.plate_appearances,batter_stats.runs,batter_stats.runs_batted_in,batter_stats.sacrifice_flies,batter_stats.sacrifices,batter_stats.stolen_base_attempts,batter_stats.stolen_bases,batter_stats.strikeouts,batter_stats.triples,batter_stats.walks,pitcher_stats.batters_faced,pitcher_stats.complete_games,pitcher_stats.earned_runs,pitcher_stats.games,pitcher_stats.ground_balls_allowed,pitcher_stats.hit_batters,pitcher_stats.hits_allowed,pitcher_stats.holds,pitcher_stats.home_runs_allowed,pitcher_stats.infield_flies_allowed,pitcher_stats.line_drives_allowed,pitcher_stats.losses,pitcher_stats.outfield_flies_allowed,pitcher_stats.outs_pitched,pitcher_stats.pitches_thrown,pitcher_stats.quality_starts,pitcher_stats.relief_appearances,pitcher_stats.runs_allowed,pitcher_stats.saves,pitcher_stats.shutouts,pitcher_stats.starts,pitcher_stats.strikeouts,pitcher_stats.walks,pitcher_stats.wins,farm_batter_stats.at_bats,farm_batter_stats.double_plays,farm_batter_stats.doubles,farm_batter_stats.errors,farm_batter_stats.games,farm_batter_stats.hit_by_pitches,farm_batter_stats.hits,farm_batter_stats.home_runs,farm_batter_stats.pitches_seen,farm_batter_stats.plate_appearances,farm_batter_stats.runs,farm_batter_stats.runs_batted_in,farm_batter_stats.sacrifice_flies,farm_batter_stats.sacrifices,farm_batter_stats.stolen_base_attempts,farm_batter_stats.stolen_bases,farm_batter_stats.strikeouts,farm_batter_stats.triples,farm_batter_stats.walks,farm_pitcher_stats.batters_faced,farm_pitcher_stats.complete_games,farm_pitcher_stats.earned_runs,farm_pitcher_stats.games,farm_pitcher_stats.ground_balls_allowed,farm_pitcher_stats.hit_batters,farm_pitcher_stats.hits_allowed,farm_pitcher_stats.holds,farm_pitcher_stats.home_runs_allowed,farm_pitcher_stats.infield_flies_allowed,farm_pitcher_stats.line_drives_allowed,farm_pitcher_stats.losses,farm_pitcher_stats.outfield_flies_allowed,farm_pitcher_stats.outs_pitched,farm_pitcher_stats.pitches_thrown,farm_pitcher_stats.quality_starts,farm_pitcher_stats.relief_appearances,farm_pitcher_stats.runs_allowed,farm_pitcher_stats.saves,farm_pitcher_stats.shutouts,farm_pitcher_stats.starts,farm_pitcher_stats.strikeouts,farm_pitcher_stats.walks,farm_pitcher_stats.wins,arsenal_snapshot_json,advanced_stats_json,farm_advanced_stats_json
98597,2024,-1,4,稲場 典幸,27,9,1,reliever,false,false,支配下,5900,0,0,8,0.147,-0.3662,0.6105,-0.1907,-0.1683,-0.679,0.9867,0.4439,-0.1079,-0.5355,0.1759,1.17,-0.2507,0.0144,1.3566,1.4444,-0.1184,1.6,1.0947,1.2773,-0.1413,1.107,0.263,-0.3594,1.5308,0.0611,-0.4254,0.8448,0.9835,2.7608,1.0804,0.8921,2.9177,0.9557,0.4728,2.8608,1.0985,2.5198,0.2228,-1.0337,-0.0845,0.1645,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,202,,7,50,17,2,43,17,,1,10,1,3,146,784,,50,7,2,,,33,14,2,,,,,,,,,,,,,,,,,,,,16,,2,4,70,,3,,1,11,26,,25,12,48,,4,2,1,,,4,1,,"[{""mastery"":0.0710411742925643,""type"":""sinker""},{""mastery"":0.397199235916138,""type"":""four_seam""},{""mastery"":-0.221834357023239,""type"":""changeup""},{""mastery"":-1.3728023006916,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":146},""plate_appearances"":202,""re24"":-13.139,""woba_denominator"":200,""woba_numerator"":52.941,""xwoba_denominator"":200,""xwoba_numerator"":62.349}","{""defensive_outs_by_position"":{""1"":12},""plate_appearances"":16,""re24"":0.156,""woba_denominator"":16,""woba_numerator"":4.481,""xwoba_denominator"":16,""xwoba_numerator"":4.661}"
98597,2025,0,4,稲場 典幸,28,10,1,reliever,false,false,支配下,7600,0,0,8,0.147,-0.3662,0.6105,-0.1907,-0.1683,-0.679,0.9867,0.4439,-0.1079,-0.5355,0.1759,1.17,-0.2507,0.0144,1.3566,1.4444,-0.1184,1.6,1.0947,1.2773,-0.1413,1.107,0.263,-0.3594,1.5308,0.0611,-0.4254,0.8448,0.9835,2.9059,1.1923,0.9057,3.0012,0.9677,0.5417,2.7524,1.3917,2.7274,0.6132,-1.0337,-0.0845,0.1645,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,156,,17,40,9,1,35,12,6,1,2,4,3,115,545,,40,17,16,,,29,6,3,,,,,,,,,,,,,,,,,,,,24,,1,6,59,,4,1,,6,26,,23,19,86,,6,1,1,,,8,1,1,"[{""mastery"":0.0710411742925643,""type"":""sinker""},{""mastery"":0.397199235916138,""type"":""four_seam""},{""mastery"":-0.221834357023239,""type"":""changeup""},{""mastery"":-1.3728023006916,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":115},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":156,""re24"":-0.839,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":152,""woba_numerator"":44.034,""xwoba_denominator"":152,""xwoba_numerator"":45.995}","{""defensive_outs_by_position"":{""1"":19},""plate_appearances"":24,""re24"":-2.502,""woba_denominator"":24,""woba_numerator"":4.944,""xwoba_denominator"":24,""xwoba_numerator"":6.643}"
98598,2016,-9,11,白坂 道貴,22,1,1,starter,false,false,支配下,1000,0,27,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,1.8047,1.4242,0.7875,0.2358,1.6636,0.6959,0.5039,0.8048,1.0464,1.4292,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,22,,6,1,,,5,,1,,,1,,14,92,,,6,,,1,5,3,,,,,,,,,,,,,,,,,,,,,393,1,23,16,139,,81,,6,18,65,2,74,299,1555,10,,24,,,16,85,19,9,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":14},""plate_appearances"":22,""re24"":1.68,""woba_denominator"":22,""woba_numerator"":7.621,""xwoba_denominator"":22,""xwoba_numerator"":6.945}","{""defensive_outs_by_position"":{""1"":299},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.009},""errr_by_position"":{""1"":0.0},""fielding_chances"":3,""fielding_chances_by_position"":{""1"":3},""fielding_outs"":3,""fielding_outs_by_position"":{""1"":3},""oaa_by_position"":{""1"":0.009},""plate_appearances"":393,""re24"":-19.873,""rngr_by_position"":{""1"":0.009},""uzr_by_position"":{""1"":0.009},""woba_denominator"":385,""woba_numerator"":95.333,""xwoba_denominator"":385,""xwoba_numerator"":110.284}"
98598,2017,-8,11,白坂 道貴,23,2,1,starter,false,false,支配下,1100,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.1283,1.6302,0.8767,0.3941,1.9191,1.0274,0.6219,1.17,1.1449,1.3496,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,22,,1,1,5,,3,,,,4,,3,18,95,1,,1,,,1,9,1,,,,,,,,,,,,,,,,,,,,,418,1,33,16,131,2,112,,6,18,72,2,74,287,1549,9,,36,,1,16,99,16,7,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":18},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":22,""re24"":-1.766,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":20,""woba_numerator"":3.697,""xwoba_denominator"":20,""xwoba_numerator"":5.759}","{""defensive_outs_by_position"":{""1"":287},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.015},""errr_by_position"":{""1"":0.0},""fielding_chances"":5,""fielding_chances_by_position"":{""1"":5},""fielding_outs"":5,""fielding_outs_by_position"":{""1"":5},""oaa_by_position"":{""1"":0.015},""plate_appearances"":418,""re24"":-8.358,""rngr_by_position"":{""1"":0.015},""uzr_by_position"":{""1"":0.015},""woba_denominator"":411,""woba_numerator"":125.948,""xwoba_denominator"":411,""xwoba_numerator"":112.723}"
98598,2018,-7,11,白坂 道貴,24,3,1,starter,false,false,支配下,1900,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.3147,1.7829,0.9589,0.7887,2.0025,0.9459,0.8107,1.4136,1.2974,1.4721,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,338,2,22,13,77,3,55,,6,6,43,4,42,258,1296,10,,23,,1,13,59,21,5,,,,,,,,,,,,,,,,,,,,218,,13,9,101,2,39,,,20,49,4,47,170,949,6,,15,,,9,69,11,2,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":258},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":5,""fielding_chances_by_position"":{""1"":5},""fielding_outs"":4,""fielding_outs_by_position"":{""1"":4},""oaa_by_position"":{""1"":0.004},""plate_appearances"":338,""re24"":-18.005,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":333,""woba_numerator"":76.324,""xwoba_denominator"":333,""xwoba_numerator"":104.872}","{""defensive_outs_by_position"":{""1"":170},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":218,""re24"":-10.897,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":214,""woba_numerator"":46.214,""xwoba_denominator"":214,""xwoba_numerator"":50.715}"
98598,2019,-6,11,白坂 道貴,25,4,1,starter,false,false,支配下,5900,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.3147,1.7374,0.9589,0.7887,2.0025,0.9459,0.8107,1.4136,1.2974,1.4721,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,285,1,21,11,9,3,55,,6,2,5,2,8,213,1048,9,,21,,1,11,66,21,5,,,,,,,,,,,,,,,,,,,,136,,12,6,142,1,35,,,17,51,1,46,93,540,2,,12,,,6,37,7,3,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":213},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":285,""re24"":-10.995,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":280,""woba_numerator"":74.525,""xwoba_denominator"":280,""xwoba_numerator"":86.442}","{""defensive_outs_by_position"":{""1"":93},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":136,""re24"":-2.382,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":134,""woba_numerator"":38.185,""xwoba_denominator"":134,""xwoba_numerator"":32.168}"
98598,2020,-5,11,白坂 道貴,26,5,1,starter,false,false,支配下,6300,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.3147,1.7374,0.9395,0.7887,2.0025,0.9459,0.8107,1.4136,1.2974,1.4721,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,145,,21,7,,,36,,6,,,5,,101,579,1,,23,,,7,32,10,1,,,,,,,,,,,,,,,,,,,,319,,29,13,144,3,79,,3,23,78,3,67,229,1273,8,,30,,,13,85,13,3,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":101},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":145,""re24"":7.26,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":141,""woba_numerator"":47.688,""xwoba_denominator"":141,""xwoba_numerator"":45.836}","{""defensive_outs_by_position"":{""1"":229},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":319,""re24"":-4.724,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":315,""woba_numerator"":88.435,""xwoba_denominator"":315,""xwoba_numerator"":85.148}"
98598,2021,-4,11,白坂 道貴,27,6,1,starter,false,false,支配下,4700,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.6212,1.6013,1.0346,0.9613,2.1835,1.0589,0.8749,1.5733,1.3648,1.3772,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,278,1,24,11,,2,66,,4,,,4,,200,1087,6,,25,,,11,54,17,4,,,,,,,,,,,,,,,,,,,,124,,8,5,135,,24,,2,22,66,,60,94,474,4,,10,,,5,35,5,2,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":200},""plate_appearances"":278,""re24"":-5.253,""woba_denominator"":275,""woba_numerator"":81.323,""xwoba_denominator"":275,""xwoba_numerator"":85.294}","{""defensive_outs_by_position"":{""1"":94},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":124,""re24"":-4.493,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":122,""woba_numerator"":28.34,""xwoba_denominator"":122,""xwoba_numerator"":30.706}"
98598,2022,-3,3,白坂 道貴,28,7,1,starter,false,false,支配下,6400,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.6456,1.6013,1.0346,0.9613,2.1835,1.0589,0.8749,1.5733,1.3648,1.4429,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,619,,50,26,216,4,135,,12,36,108,7,94,450,2663,13,,52,,,26,115,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":450},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.036},""errr_by_position"":{""1"":0.0},""fielding_chances"":12,""fielding_chances_by_position"":{""1"":12},""fielding_outs"":12,""fielding_outs_by_position"":{""1"":12},""oaa_by_position"":{""1"":0.036},""plate_appearances"":619,""re24"":-16.351,""rngr_by_position"":{""1"":0.036},""uzr_by_position"":{""1"":0.036},""woba_denominator"":603,""woba_numerator"":167.983,""xwoba_denominator"":603,""xwoba_numerator"":192.113}",
98598,2023,-2,3,白坂 道貴,29,8,1,starter,false,false,支配下,14000,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.8507,1.9837,0.9727,0.8402,2.3272,1.0932,0.9674,1.491,1.5729,1.479,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,420,1,41,18,17,3,103,,1,3,6,8,5,287,1857,7,,45,,,18,64,27,5,,,,,,,,,,,,,,,,,,,,147,,6,6,188,,32,,,28,103,2,86,111,628,4,,6,,,6,33,3,2,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":287},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":420,""re24"":0.198,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":414,""woba_numerator"":123.85,""xwoba_denominator"":414,""xwoba_numerator"":128.959}","{""defensive_outs_by_position"":{""1"":111},""plate_appearances"":147,""re24"":-10.752,""woba_denominator"":143,""woba_numerator"":32.432,""xwoba_denominator"":143,""xwoba_numerator"":36.043}"
98598,2024,-1,3,白坂 道貴,30,9,1,starter,false,false,支配下,12000,0,26,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,3.0281,2.1924,1.1012,1.0656,2.5091,1.4556,1.0496,1.6591,1.6501,1.724,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,295,,19,13,,3,54,,2,,,4,,218,1334,8,,23,,,13,50,24,5,,,,,,,,,,,,,,,,,,,,166,2,10,6,162,1,35,,1,16,74,2,80,127,628,5,,10,,1,6,43,5,3,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":218},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.018},""errr_by_position"":{""1"":0.0},""fielding_chances"":6,""fielding_chances_by_position"":{""1"":6},""fielding_outs"":6,""fielding_outs_by_position"":{""1"":6},""oaa_by_position"":{""1"":0.018},""plate_appearances"":295,""re24"":-10.267,""rngr_by_position"":{""1"":0.018},""uzr_by_position"":{""1"":0.018},""woba_denominator"":285,""woba_numerator"":72.874,""xwoba_denominator"":285,""xwoba_numerator"":90.04}","{""defensive_outs_by_position"":{""1"":127},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.006},""errr_by_position"":{""1"":0.0},""fielding_chances"":2,""fielding_chances_by_position"":{""1"":2},""fielding_outs"":2,""fielding_outs_by_position"":{""1"":2},""oaa_by_position"":{""1"":0.006},""plate_appearances"":166,""re24"":-9.179,""rngr_by_position"":{""1"":0.006},""uzr_by_position"":{""1"":0.006},""woba_denominator"":166,""woba_numerator"":38.323,""xwoba_denominator"":166,""xwoba_numerator"":44.555}"
98598,2025,0,3,白坂 道貴,31,10,1,starter,false,false,支配下,9800,0,0,7,0.2611,-0.3048,0.3664,0.5417,0.1155,0.0229,0.943,0.866,0.8645,0.2123,0.0493,0.9775,1.6,0.6133,0.8201,0.3122,0.9166,0.6725,0.9322,1.6,0.6947,0.2898,1.6,0.0735,1.2802,1.6,0.5474,0.7112,1.5094,2.7729,1.9829,1.1279,0.757,2.4668,1.1551,1.1198,1.6403,1.4959,1.7968,0.9496,0.284,0.3704,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,355,,29,16,,,85,,5,,,4,,249,1508,7,,36,,,16,59,18,7,,,,,,,,,,,,,,,,,,,,145,,10,6,156,,29,,1,25,87,1,97,114,633,4,,10,,,6,48,4,2,"[{""mastery"":1.41070446419716,""type"":""slider""},{""mastery"":0.445448729872703,""type"":""four_seam""},{""mastery"":-0.107185813307762,""type"":""changeup""},{""mastery"":-0.0172735030651093,""type"":""curve""}]","{""defensive_outs_by_position"":{""1"":249},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.015},""errr_by_position"":{""1"":0.0},""fielding_chances"":5,""fielding_chances_by_position"":{""1"":5},""fielding_outs"":5,""fielding_outs_by_position"":{""1"":5},""oaa_by_position"":{""1"":0.015},""plate_appearances"":355,""re24"":-2.596,""rngr_by_position"":{""1"":0.015},""uzr_by_position"":{""1"":0.015},""woba_denominator"":346,""woba_numerator"":97.379,""xwoba_denominator"":346,""xwoba_numerator"":107.748}","{""defensive_outs_by_position"":{""1"":114},""dpr_by_position"":{""1"":0.0},""drs_by_position"":{""1"":0.003},""errr_by_position"":{""1"":0.0},""fielding_chances"":1,""fielding_chances_by_position"":{""1"":1},""fielding_outs"":1,""fielding_outs_by_position"":{""1"":1},""oaa_by_position"":{""1"":0.003},""plate_appearances"":145,""re24"":-6.742,""rngr_by_position"":{""1"":0.003},""uzr_by_position"":{""1"":0.003},""woba_denominator"":143,""woba_numerator"":32.331,""xwoba_denominator"":143,""xwoba_numerator"":30.209}"
